timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764308240086,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240087,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240089,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240091,1,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240092,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240094,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240096,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240098,1,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240100,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240102,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240104,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-15,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240107,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-15,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240270,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,1,http://localhost:4000/api/flight,4,0,1
1764308240274,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240276,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240278,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240280,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240281,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240283,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,2,http://localhost:4000/api/flight,2,0,0
1764308240285,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240287,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,2,http://localhost:4000/api/flight,1,0,0
1764308240285,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-13,text,false,,431,276,1,3,http://localhost:4000/api/booking/single,3,0,0
1764308240288,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,3,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240290,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,4,http://localhost:4000/api/flight,2,0,0
1764308240289,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-10,text,true,,1474,170,1,4,http://localhost:4000/api/reports/routes/top,3,0,0
1764308240289,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-13,text,false,,431,277,1,4,http://localhost:4000/api/booking/single,4,0,0
1764308240292,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,4,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240293,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-10,text,true,,570,187,1,4,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240291,5,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-7,text,false,,422,289,1,4,http://localhost:4000/api/booking/batch,5,0,1
1764308240295,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,4,http://localhost:4000/api/flight,2,0,0
1764308240293,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-13,text,false,,431,277,1,4,http://localhost:4000/api/booking/single,4,0,0
1764308240295,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-10,text,true,,493,178,1,4,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308240297,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,4,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240296,4,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-7,text,false,,422,288,1,4,http://localhost:4000/api/booking/batch,4,0,0
1764308240297,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-13,text,false,,431,277,1,4,http://localhost:4000/api/booking/single,6,0,0
1764308240298,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-10,text,true,,987,169,1,4,http://localhost:4000/api/reports/occupancy,5,0,0
1764308240300,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,4,http://localhost:4000/api/flight,3,0,0
1764308240300,5,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-7,text,false,,422,289,1,4,http://localhost:4000/api/booking/batch,5,0,0
1764308240303,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-10,text,true,,1474,170,1,3,http://localhost:4000/api/reports/routes/top,3,0,0
1764308240303,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-13,text,false,,431,277,1,3,http://localhost:4000/api/booking/single,5,0,0
1764308240304,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,3,http://localhost:4000/api/flight/1/seats,4,0,0
1764308240308,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,2,http://localhost:4000/api/flight,2,0,0
1764308240308,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-10,text,true,,570,187,1,2,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308240311,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240311,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-10,text,true,,493,178,1,2,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240313,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-16,text,true,,1579,158,1,2,http://localhost:4000/api/flight,2,0,0
1764308240313,2,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-10,text,true,,987,169,1,2,http://localhost:4000/api/reports/occupancy,2,0,0
1764308240315,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-16,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240315,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-10,text,true,,1474,170,1,2,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240317,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-10,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240319,1,Customer Segments Report,200,OK,Analytics Operations - Reports 4-10,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,1,0,0
1764308240320,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-10,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240323,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-10,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240325,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-10,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240327,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-10,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240329,2,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-10,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,2,0,0
1764308240331,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-10,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240333,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-10,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240335,1,Customer Segments Report,200,OK,Analytics Operations - Reports 4-10,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,1,0,0
1764308240336,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-10,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240471,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308240474,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240477,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240478,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240481,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240482,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240484,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240485,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240487,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240489,1,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240490,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240492,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240494,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240495,1,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240497,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240498,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240500,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240501,1,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240503,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-17,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240504,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-17,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240537,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-14,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,5,0,1
1764308240542,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-14,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308240545,2,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-14,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,2,0,0
1764308240547,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-14,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308240550,2,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-14,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,2,0,0
1764308240624,4,Top Routes Report,200,OK,Analytics Operations - Reports 4-11,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,4,0,1
1764308240628,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-11,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240630,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-11,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240632,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-11,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240635,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-11,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240637,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-11,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240639,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-11,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240641,2,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-11,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,2,0,0
1764308240643,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-11,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240645,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-11,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308240648,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-11,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240650,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-11,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240653,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-11,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240655,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-11,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308240658,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-11,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240660,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-11,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240663,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-11,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240665,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-11,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308240668,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-11,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240670,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,2,http://localhost:4000/api/flight,3,0,1
1764308240670,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-11,text,true,,987,169,1,2,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240673,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240677,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240679,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240681,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240683,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240686,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240689,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240692,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240694,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240697,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308240700,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240703,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240705,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240707,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240709,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240711,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240713,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240715,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-18,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240717,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-18,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240785,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-15,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,5,0,1
1764308240790,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-15,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,4,0,0
1764308240790,4,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-8,text,false,,422,289,1,2,http://localhost:4000/api/booking/batch,4,0,1
1764308240794,3,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-8,text,false,,422,288,1,2,http://localhost:4000/api/booking/batch,3,0,0
1764308240794,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-15,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,3,0,0
1764308240798,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-15,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,4,0,0
1764308240797,5,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-8,text,false,,422,288,1,2,http://localhost:4000/api/booking/batch,5,0,0
1764308240802,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-15,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308240870,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,4,0,1
1764308240874,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240876,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240878,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240880,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240882,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240885,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240887,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240889,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240891,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240895,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240896,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240898,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308240901,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308240904,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240906,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240908,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308240911,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308240913,1,Get All Flights,200,OK,Read Operations - Flights & Seats 1-19,text,true,,1579,158,1,1,http://localhost:4000/api/flight,1,0,0
1764308240915,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-19,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,1,0,0
1764308240957,4,Top Routes Report,200,OK,Analytics Operations - Reports 4-12,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,4,0,0
1764308240961,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-12,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240964,1,Customer Segments Report,200,OK,Analytics Operations - Reports 4-12,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,1,0,0
1764308240966,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-12,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240969,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-12,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240972,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-12,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240974,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-12,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240977,2,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-12,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,2,0,0
1764308240980,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-12,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240982,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-12,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308240984,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-12,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240986,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-12,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240989,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-12,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308240991,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-12,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308240994,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-12,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308240996,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-12,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308240999,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-12,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308241002,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-12,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308241004,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-12,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308241006,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-12,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308241036,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-16,text,false,,431,276,1,1,http://localhost:4000/api/booking/single,4,0,0
1764308241040,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-16,text,false,,431,278,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308241044,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-16,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308241047,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-16,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308241050,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-16,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,4,0,0
