timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764308209259,6,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,6,0,0
1764308209260,6,Customer Segments Report,200,OK,Analytics Operations - Reports 4-1,text,true,,493,178,1,4,http://localhost:4000/api/reports/customers/segments,6,0,0
1764308209264,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,4,http://localhost:4000/api/flight,3,0,0
1764308209266,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,4,http://localhost:4000/api/flight,3,0,0
1764308209266,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-1,text,true,,987,169,1,4,http://localhost:4000/api/reports/occupancy,5,0,0
1764308209268,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209270,5,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,5,0,0
1764308209271,5,Top Routes Report,200,OK,Analytics Operations - Reports 4-1,text,true,,1474,170,1,4,http://localhost:4000/api/reports/routes/top,5,0,0
1764308209272,5,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,4,http://localhost:4000/api/flight,5,0,0
1764308209241,36,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-1,text,false,,431,276,1,4,http://localhost:4000/api/booking/single,36,0,0
1764308209276,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,4,http://localhost:4000/api/flight,3,0,0
1764308209277,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-1,text,true,,570,187,1,4,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209277,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209280,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209278,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-1,text,false,,431,276,1,4,http://localhost:4000/api/booking/single,6,0,0
1764308209280,5,Customer Segments Report,200,OK,Analytics Operations - Reports 4-1,text,true,,493,178,1,4,http://localhost:4000/api/reports/customers/segments,5,0,0
1764308209282,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,3,http://localhost:4000/api/flight,4,0,0
1764308209284,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,3,http://localhost:4000/api/flight,4,0,0
1764308209285,4,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-1,text,true,,987,169,1,3,http://localhost:4000/api/reports/occupancy,4,0,0
1764308209286,5,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,3,http://localhost:4000/api/flight/1/seats,5,0,0
1764308209288,5,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,3,http://localhost:4000/api/flight/1/seats,5,0,0
1764308209290,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-1,text,true,,1474,170,1,3,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209292,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,3,http://localhost:4000/api/flight,2,0,0
1764308209293,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,3,http://localhost:4000/api/flight,3,0,0
1764308209294,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-1,text,true,,570,187,1,3,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308209295,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,3,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209296,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,3,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209297,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-1,text,true,,493,178,1,3,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209297,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,3,http://localhost:4000/api/flight,3,0,0
1764308209299,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,3,http://localhost:4000/api/flight,3,0,0
1764308209300,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-1,text,true,,987,169,1,3,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209300,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209303,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209304,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-1,text,true,,1474,170,1,4,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209305,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,4,http://localhost:4000/api/flight,3,0,0
1764308209307,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,4,http://localhost:4000/api/flight,4,0,0
1764308209310,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209304,10,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-2,text,false,,431,276,1,4,http://localhost:4000/api/booking/single,10,0,1
1764308209308,6,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-1,text,true,,570,187,1,4,http://localhost:4000/api/reports/operations/seat-utilization,6,0,0
1764308209311,5,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,5,0,0
1764308209314,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-1,text,true,,1579,158,2,4,http://localhost:4000/api/flight,4,0,0
1764308209314,5,Customer Segments Report,200,OK,Analytics Operations - Reports 4-1,text,true,,493,178,1,4,http://localhost:4000/api/reports/customers/segments,5,0,0
1764308209316,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,2,4,http://localhost:4000/api/flight,3,0,0
1764308209314,7,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-2,text,false,,431,276,1,4,http://localhost:4000/api/booking/single,7,0,0
1764308209318,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-1,text,true,,9450,166,2,4,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209319,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-1,text,true,,987,169,1,3,http://localhost:4000/api/reports/occupancy,5,0,0
1764308209320,5,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,5,0,0
1764308209321,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-2,text,false,,431,275,1,2,http://localhost:4000/api/booking/single,6,0,0
1764308209325,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-2,text,true,,1579,158,1,2,http://localhost:4000/api/flight,3,0,0
1764308209328,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-2,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209328,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-2,text,false,,431,276,1,1,http://localhost:4000/api/booking/single,6,0,0
1764308209334,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-2,text,false,,431,276,1,1,http://localhost:4000/api/booking/single,6,0,0
1764308209394,4,Top Routes Report,200,OK,Analytics Operations - Reports 4-2,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,4,0,1
1764308209398,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-2,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209402,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-2,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209405,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-2,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,4,0,0
1764308209410,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-2,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209413,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-2,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209416,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-2,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209419,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-2,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209423,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-2,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209426,4,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-2,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,4,0,0
1764308209430,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-2,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209433,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-2,text,true,,987,169,1,2,http://localhost:4000/api/reports/occupancy,5,0,0
1764308209436,5,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,2,http://localhost:4000/api/flight,5,0,0
1764308209438,4,Top Routes Report,200,OK,Analytics Operations - Reports 4-2,text,true,,1474,170,1,2,http://localhost:4000/api/reports/routes/top,4,0,0
1764308209441,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209443,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-2,text,true,,570,187,1,2,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209444,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,2,http://localhost:4000/api/flight,3,0,0
1764308209447,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209447,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-2,text,true,,493,178,1,2,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308209450,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,2,http://localhost:4000/api/flight,2,0,0
1764308209450,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-2,text,true,,987,169,1,2,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209453,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209453,5,Top Routes Report,200,OK,Analytics Operations - Reports 4-2,text,true,,1474,170,1,2,http://localhost:4000/api/reports/routes/top,5,0,0
1764308209457,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,2,http://localhost:4000/api/flight,3,0,0
1764308209459,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-2,text,true,,570,187,1,2,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209461,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,2,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209462,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-2,text,true,,493,178,1,2,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209464,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,2,http://localhost:4000/api/flight,3,0,0
1764308209465,5,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-2,text,true,,987,169,1,2,http://localhost:4000/api/reports/occupancy,5,0,0
1764308209468,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209472,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308209476,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209480,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209483,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209487,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209489,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209492,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209494,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209497,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-3,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209499,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-3,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209552,7,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-3,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,7,0,1
1764308209559,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-3,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,5,0,0
1764308209564,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-3,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,5,0,0
1764308209557,16,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-2,text,false,,422,287,1,2,http://localhost:4000/api/booking/batch,16,0,1
1764308209569,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-3,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,5,0,0
1764308209574,5,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-3,text,false,,431,277,1,2,http://localhost:4000/api/booking/single,5,0,0
1764308209574,5,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-2,text,false,,422,288,1,2,http://localhost:4000/api/booking/batch,5,0,0
1764308209579,5,Create Batch Booking,500,Internal Server Error,Write Operations - Batch Booking 3-2,text,false,,422,289,1,1,http://localhost:4000/api/booking/batch,5,0,0
1764308209636,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,4,0,1
1764308209641,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209644,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308209647,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209650,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308209653,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209656,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209659,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209662,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209664,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209667,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,3,0,0
1764308209670,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209673,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209676,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209679,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209681,4,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,4,0,0
1764308209686,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209688,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209691,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-4,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209693,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-4,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209728,4,Top Routes Report,200,OK,Analytics Operations - Reports 4-3,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,4,0,0
1764308209732,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-3,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209736,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-3,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209739,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-3,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209742,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-3,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209745,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-3,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209748,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-3,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308209750,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-3,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209754,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-3,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308209756,3,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-3,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,3,0,0
1764308209759,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-3,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308209762,2,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-3,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,2,0,0
1764308209764,2,Top Routes Report,200,OK,Analytics Operations - Reports 4-3,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,2,0,0
1764308209767,2,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-3,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,2,0,0
1764308209770,2,Customer Segments Report,200,OK,Analytics Operations - Reports 4-3,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,2,0,0
1764308209772,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-3,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209775,3,Top Routes Report,200,OK,Analytics Operations - Reports 4-3,text,true,,1474,170,1,1,http://localhost:4000/api/reports/routes/top,3,0,0
1764308209778,4,Seat Utilization Report,200,OK,Analytics Operations - Reports 4-3,text,true,,570,187,1,1,http://localhost:4000/api/reports/operations/seat-utilization,4,0,0
1764308209782,3,Customer Segments Report,200,OK,Analytics Operations - Reports 4-3,text,true,,493,178,1,1,http://localhost:4000/api/reports/customers/segments,3,0,0
1764308209785,3,Flight Occupancy Report,200,OK,Analytics Operations - Reports 4-3,text,true,,987,169,1,1,http://localhost:4000/api/reports/occupancy,3,0,0
1764308209802,6,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-4,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,6,0,1
1764308209809,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-4,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308209813,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-4,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308209816,4,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-4,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,4,0,0
1764308209820,3,Create Single Booking,500,Internal Server Error,Write Operations - Single Seat Booking 2-4,text,false,,431,277,1,1,http://localhost:4000/api/booking/single,3,0,0
1764308209836,4,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,4,0,1
1764308209840,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-5,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209843,3,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209846,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-5,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209848,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209851,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-5,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209854,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209856,3,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-5,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,3,0,0
1764308209859,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
1764308209862,2,Get Seats for Flight 1,200,OK,Read Operations - Flights & Seats 1-5,text,true,,9450,166,1,1,http://localhost:4000/api/flight/1/seats,2,0,0
1764308209864,2,Get All Flights,200,OK,Read Operations - Flights & Seats 1-5,text,true,,1579,158,1,1,http://localhost:4000/api/flight,2,0,0
